source,target,weight,evidence_count
Jokers:subharmonic / Cartan bridges,P M,2,2
 Operate dual■rail safety: blue = open; red = internal only.,■ Which constraint felt most ‘non■negotiable’?,2,2
Worksheet – Octet Overlay,✓ 3 receipts; promoted pack doc; anchor ledger row.,2,2
CQE Card Kit v1.2,UTC 2025-09-20 21:06,2,2
13_Class_Checklist, Clipboard for station runs,2,2
"Stations: Measure, Tag, Resume",rejoin table play.,2,2
UTC 2025-09-20 21:06,Δ,2,2
Notes:,Page 18,2,2
Blank Cards (3×3),Receipts & 4-bit,2,2
05_Stations,Post,2,2
Page 18,Receipts & 4-bit Commit,2,2
Metric,Receipt,2,2
Metric,Pause cards → test → sticky sidecar → continue,2,2
Merkle-ish page hash / signatures,Page 19,2,2
Page 5,"Stations: Measure, Tag, Resume",2,2
UTC 2025-09-20 21:06, Dry-erase sleeves + fine-tip markers,2,2
Generated: 2025-09-20T21:12:56.562731Z,How to use this pack,2,2
Generated: 2025-09-20T21:12:56.562731Z,mirror) governs correctness; your labels stay provisional until committed.,2,2
04_Parity_Loom,Stations,2,2
How to use this pack,Scene 0: Orientation: The CQE Spine Live,2,2
mirror) governs correctness; your labels stay provisional until committed., Understand stand■ins (tokens) vs. form (geometry) vs. meaning (labels).,2,2
Scene 0: Orientation: The CQE Spine Live, Learn how a 2■minute paper run creates a reproducible ledger row.,2,2
Room, See the full loop: Octet → Mirror → Δ■lift → Strict → 4■bit receipts.,2,2
Page 5,steps.,2,2
Notes:,Page 17,2,2
Page 6,Receipt,2,2
Notes:,Page 16,2,2
05_Stations,8-Person Table Playbook,2,2
Budget-friendly supply list," Balsa sticks, foam board / peg board, paper clips",2,2
 2+ decks of cards (different back colors) per table, Transparent overlays (acetate),2,2
 Dry-erase sleeves + fine-tip markers," Sticky notes (token sidecars), colored pens",2,2
 Printed kit (this PDF)," Ruler, tape, scissors, hole punch",2,2
 A4/Letter cardstock for cards," Balsa sticks, foam board / peg board, paper clips",2,2
 Clipboard for station runs, Transparent overlays (acetate),2,2
 Ledger binder (Working / Non-Working albums)," Sticky notes (token sidecars), colored pens",2,2
Room layout & station assignments, Printed kit (this PDF),2,2
1. Anchor,Views H1–H2; runs PSF/FFT mirror; proposes,2,2
 Why E8/Leech/Monster emerge from constraints; not taste.,■ Which viewer best predicted success?,2,2
2. Optics,Roles  Stations  Neighbor links,2,2
UTC 2025-09-20 21:06, Ledger binder (Working / Non-Working albums),2,2
8-Person Table Playbook,commits.,2,2
Page 14,Room layout & station assignments,2,2
"Keeps form_id, ledger, and mirror law; calls",UTC 2025-09-20 21:06,2,2
13_Class_Checklist,Blank Cards (3×3),2,2
Notes:,Page 15,2,2
"One table, 8 colored pens, tape wall for overlays.", Understand stand■ins (tokens) vs. form (geometry) vs. meaning (labels).,2,2
Paper kit, Learn how a 2■minute paper run creates a reproducible ledger row.,2,2
"Octet sheet, DNA■10, 4■bit sticker, ledger page.",Props & setup,2,2
Merkle-ish page hash / signatures,Page 4,2,2
Props & setup,Scene 1: n=1→n=5: The Hinge that Forces the Octad,2,2
Paper kit, Why the octad is discovered (not assumed) and how it governs later structure.,2,2
Props & setup,"n=1→4 worksheets, insertion checklist, class bins (8).",2,2
"Grid board (4×4), parity markers.",Safety,2,2
07_Theorem_Cards,Master Ledger,2,2
Instruments,"■■ Build n=1 rest, show first parity choice at n=2.",2,2
Safety,"■■ Complete n=3, point to latent 4■cell cross.",2,2
N/A,■■ Canonicalize n=4 palindrome (up to pose).,2,2
"— Octad class tag, pose, tolerance; 4■bit commit when 4 views pass.","■■ Build n=1 rest, show first parity choice at n=2.",2,2
Hand■ins (artifacts to keep),"■■ Complete n=3, point to latent 4■cell cross.",2,2
■■ Canonicalize n=4 palindrome (up to pose).,"✓ Checked grid, class map (8), receipt.",2,2
"— Octad class tag, pose, tolerance; 4■bit commit when 4 views pass.",■ What would ‘<8 classes’ break downstream?,2,2
Page 3,Receipts & 4-bit Commit,2,2
Hand■ins (artifacts to keep),■ How does rotation act on class labels?,2,2
02_Octet_DNA10,Receipts & 4-bit,2,2
Debrief (2–3 prompts),Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix),2,2
What it teaches (learning targets),■ What would ‘<8 classes’ break downstream?,2,2
inequivalent insertions.,■ Would a different mirror have failed?,2,2
What it teaches (learning targets),■ Was the Δ■lift local and monotone?,2,2
04_Parity_Loom,permutation cards to rethread.,2,2
03_Receipts_4bit,Parity Loom,2,2
None (paper■only).,"One table, 8 colored pens, tape wall for overlays.",2,2
N/A,"Octet sheet, DNA■10, 4■bit sticker, ledger page.",2,2
None (paper■only).,■■ Pick a tiny question (≤1 min).,2,2
Foam/peg board + balsa rails + clips,steps.,2,2
Safety,"■■ Mark 8 views (colored boxes), set a palindromic REST.",2,2
N/A,■■ Run a forward↔inverse mirror; circle mismatches (red).,2,2
Blocking (5–15 minutes),■■ Write a Δ■lift (local identity) to fix one mismatch; re■mirror.,2,2
■■ Pick a tiny question (≤1 min).,"■■ Tighten one metric (strict ratchet), shade a 4■bit receipt; log ledger.",2,2
Ledger hook (what gets recorded),"■■ Mark 8 views (colored boxes), set a palindromic REST.",2,2
"— form_id, octet map, mirror tolerance, Δ■lift note, strict threshold, 4■bit.",■■ Run a forward↔inverse mirror; circle mismatches (red).,2,2
Hand■ins (artifacts to keep),■■ Write a Δ■lift (local identity) to fix one mismatch; re■mirror.,2,2
"■■ Tighten one metric (strict ratchet), shade a 4■bit receipt; log ledger.","✓ Filled octet, mirror ticks, Δ■lift card, 4■bit stickered ledger row.",2,2
"— form_id, octet map, mirror tolerance, Δ■lift note, strict threshold, 4■bit.",■ Which view dominated debt?,2,2
Hand■ins (artifacts to keep),■ Was the Δ■lift local and monotone?,2,2
■ Would a different mirror have failed?,"✓ Filled octet, mirror ticks, Δ■lift card, 4■bit stickered ledger row.",2,2
Page 4,Parity Loom (E8/Leech scaffold),2,2
Scene 1: n=1→n=5: The Hinge that Forces the Octad,■ Which view dominated debt?,2,2
Class Kit Checklist," Ruler, tape, scissors, hole punch",2,2
"Keeps form_id, ledger, and mirror law; calls",Δ-lifts.,2,2
 Turn a one■way mismatch into a local repair with receipts.,■ How does rotation act on class labels?,2,2
Neighbor Links (who talks to whom and when),Page 7,2,2
Context: ________,UTC 2025-09-20 21:06,2,2
Theorem Card,Theorem Cards,2,2
Hash: __________,Page 11,2,2
Page 7,Theorem Cards & Argument Protocol,2,2
10_Sticky_Sidecars,Blank Cards (3×3),2,2
11_Blank_Cards,Suit: ____ Rank: ____,2,2
06_Table_Playbook,Theorem Cards,2,2
Notes:,Page 12,2,2
Closed-loop error; safety ratchets.,UTC 2025-09-20 21:06,2,2
3. Thermal,commits.,2,2
11_Blank_Cards,Eight Baseline Packs,2,2
UTC 2025-09-20 21:06,■ PSF match (SC≥0.98),2,2
Eight Baseline Packs,■ WFE ≤ 25→22 nm strict,2,2
Optics  Thermal  Polar/Spin/EM  Math/Logic  Bio  Neuro  Cosmos  Systems,■ FFT↔iFFT closure,2,2
Optics,Thermal,2,2
06_Table_Playbook,8. Systems/Robotics,2,2
■ PSF match (SC≥0.98),■ ΔT/tick ≤ 1.0→0.8 K,2,2
■ Vent cadence stable,■ WFE ≤ 25→22 nm strict,2,2
10_Sticky_Sidecars,Value: __________ Units: ____,2,2
Assumptions:,UTC 2025-09-20 21:06,2,2
Attach measured values to cards,Hash: __________,2,2
Context: ________,Sticky Sidecars (Tokens),2,2
"Automorphism: group=________, element=________________",Master Ledger,2,2
Octet Map H1..H8: _______________________________________________,Reproducible build receipts,2,2
Page 8,Receipt: ■OPE ■FCE ■View ■Mirror Hash: __________,2,2
08_Master_Ledger,DNA-10: ________________________________________________________,2,2
"Thresholds: normal{OPE:__,FCE:__} strict{OPE:__,FCE:__}",UTC 2025-09-20 21:06,2,2
Counterexample? ■ Yes ■ No,UTC 2025-09-20 21:06,2,2
Page 9,Receipts: 4-bit:____ votes: mirror__/__ views__/__ page hash: __________________,2,2
07_Theorem_Cards,Local Test:,2,2
08_Master_Ledger,Hypercube Scaffold,2,2
Hypercube → Toroidal Loom,Page 9,2,2
Hypercube Scaffold,into a toroidal chamber. Mark parity lanes; add Leech masks as needed.,2,2
09_Hypercube_Scaffold,Hypercube → Toroidal Loom,2,2
Assumptions  Claim  Local Test  Counterexample,Local Test:,2,2
Sticky Sidecars,into a toroidal chamber. Mark parity lanes; add Leech masks as needed.,2,2
Page 10,Sticky Sidecars (Tokens),2,2
Claim:,Theorem Cards & Argument Protocol,2,2
Sticky Sidecars,Token: __________,2,2
■ FFT↔iFFT closure,■ Pulse symmetry,2,2
Polar/Spin/EM,Thermal,2,2
■ LHCP/RHCP swap,■ ΔT/tick ≤ 1.0→0.8 K,2,2
■ Noise floor stable,■ Redshift bins stable,2,2
"Bounds, interval proofs, receipts.",Shear/field rails; anomaly notes.,2,2
■ Closed-loop error ↓,■ Shear fields coherent,2,2
■ Safety ratchets ✓,■ Seed B-fields consistent,2,2
■ Latency within bound,■ Redshift bins stable,2,2
5. Math/Logic,7. Cosmos/Fields,2,2
Custom pack notes,Systems,2,2
12_Baseline_Packs,■ Safety ratchets ✓,2,2
"Overlay RMS, gate irreversibility.",Views H5–H6; L↔R parity checks; spin filters.,2,2
4. Polar/Spin,6. Bio/Neuro proxy,2,2
UTC 2025-09-20 21:06,■ Latency within bound,2,2
"Bounds, interval proofs, receipts.",Views H3–H4; manages ΔT and cadence.,2,2
Custom pack notes,Page 13,2,2
3. Thermal,5. Math/Logic,2,2
12_Baseline_Packs,Class Kit Checklist,2,2
Views H5–H6; L↔R parity checks; spin filters.,Δ-lifts.,2,2
4. Polar/Spin,Views H1–H2; runs PSF/FFT mirror; proposes,2,2
2. Optics,Views H3–H4; manages ΔT and cadence.,2,2
Cosmos,Systems,2,2
■ Mode switch detected,■ Seed B-fields consistent,2,2
■ Spin filter eff ≥ 80%,■ Vent cadence stable,2,2
■ Ripple content decoded,■ Shear fields coherent,2,2
■ AR ≤ 1.5 dB strict,■ Pulse symmetry,2,2
Math/Logic,Polar/Spin/EM,2,2
■ Interval proofs,■ LHCP/RHCP swap,2,2
7. Cosmos/Fields,Neighbor Links (who talks to whom and when),2,2
■ OPE/FCE debt ↓,■ Spin filter eff ≥ 80%,2,2
■ AR ≤ 1.5 dB strict,■ Type checks pass,2,2
Bio proxy,Math/Logic,2,2
Closed-loop error; safety ratchets.,"Overlay RMS, gate irreversibility.",2,2
■ Interval proofs,■ Overlay RMS ≤ τ,2,2
■ Irreversibility ✓,■ OPE/FCE debt ↓,2,2
■ Batch day variance ok,■ Type checks pass,2,2
6. Bio/Neuro proxy,8. Systems/Robotics,2,2
Bio proxy,Neuro proxy,2,2
■ Overlay RMS ≤ τ,■ Ripple content decoded,2,2
■ Irreversibility ✓,■ Mode switch detected,2,2
■ Batch day variance ok,■ Noise floor stable,2,2
Cosmos,Neuro proxy,2,2
10. Seed,Page 3,2,2
Blocking (5–15 minutes),"n=1→4 worksheets, insertion checklist, class bins (8).",2,2
N/A,"Round table, role badges, coordination board.",2,2
01_QuickStart,6) Receipts: Shade a 4-bit commit; log votes/hashes in the ledger.,2,2
" Paper■only run with decks, sticky tokens, and quick metrics.",■ Which neighbor interface was hottest?,2,2
1) Deal primitives: Aces = primitives. Write domain glyphs on them.,6) Receipts: Shade a 4-bit commit; log votes/hashes in the ledger.,2,2
Props & setup,Scene 8: Card■Deck CQE + Lab Stations,2,2
"Decks, sleeves, sticky notes, cheap sensors (thermometer, lux meter, calipers)."," Paper■only run with decks, sticky tokens, and quick metrics.",2,2
Paper kit, Pause→measure→resume loop without losing context.,2,2
"Decks, sleeves, sticky notes, cheap sensors (thermometer, lux meter, calipers).",N/A,2,2
Cartan links; run octet/mirror/Δ/strict; pause for a measurement; re■enter.,Instruments,2,2
N/A,"— Deck id, card set, measurement token, 4■bit commit.",2,2
"— Deck id, card set, measurement token, 4■bit commit.",■ What metric flipped a decision?,2,2
10-minute run with two decks + overlays,5) Strict ratchet: Tighten thresholds only after a pass (gold sticker).,2,2
Scene 9: Hypercube→Toroidal Chamber (4■bit Hubs),"✓ Card photo, metric sheet, ledger.",2,2
4) Mirror test: Forward■Inverse ≈ identity. Mismatch → red Δ-lift card.,Quick Start,2,2
3) Octet overlay: Fill H1–H8 views; record REST constraints.,UTC 2025-09-20 21:06,2,2
 Wrap a tesseract into the torus; locate 4■bit hubs; see 1→64→1 codec sketch.,■ What metric flipped a decision?,2,2
Props & setup,Scene 9: Hypercube→Toroidal Chamber (4■bit Hubs),2,2
"Printed nets, tape, colored thread for hubs.", Wrap a tesseract into the torus; locate 4■bit hubs; see 1→64→1 codec sketch.,2,2
Paper kit," Understand why geometry, not taste, governs the shell.",2,2
4) Mirror test: Forward■Inverse ≈ identity. Mismatch → red Δ-lift card.,"Your first problem setup (tokens, views, mirror, strict)",2,2
Scene 8: Card■Deck CQE + Lab Stations,"✓ Coord board photo, ledger rows.",2,2
Props & setup,Scene 6: Two■Scientist Theorem■Card Resolution,2,2
7) Iterate: Promote validated cards to your deck top; archive non-working slips.,UTC 2025-09-20 21:06,2,2
Paper kit, Preserve minority view as Non■Working breadcrumb with hash.,2,2
N/A,"Theorem cards, claim wall, mirror worksheet.",2,2
Instruments,failing with hash.,2,2
N/A,"— Claim ids, mirror pass/fail, Δ■lift ids, receipts.",2,2
"— Claim ids, mirror pass/fail, Δ■lift ids, receipts.",■ Did any claim survive only after a Δ■lift?,2,2
Octet Overlay + DNA-10,Page 2,2,2
Scene 7: 8■Person Table with Neighbor Lanes,"✓ Card stack, mirror sheet, ledger snippet.",2,2
01_QuickStart,Octet & DNA-10,2,2
" Role mesh, not silos: 8 seats, 2■bit lanes, neighbor hand■offs.",■ Did any claim survive only after a Δ■lift?,2,2
Page 2,"Your first problem setup (tokens, views, mirror, strict)",2,2
Props & setup,Scene 7: 8■Person Table with Neighbor Lanes,2,2
"Round table, role badges, coordination board."," Role mesh, not silos: 8 seats, 2■bit lanes, neighbor hand■offs.",2,2
Paper kit, How a 10■minute cadence creates stable throughput.,2,2
9. Cost,UTC 2025-09-20 21:06,2,2
Safety,"— Seat map, cycle count, debt burn, commits.",2,2
Blocking (5–15 minutes),"✓ Coord board photo, ledger rows.",2,2
"— Seat map, cycle count, debt burn, commits.",■ Which neighbor interface was hottest?,2,2
N/A,"Printed nets, tape, colored thread for hubs.",2,2
Instruments,faces.,2,2
N/A,"— Pose, hub ids, mid■slice tags, 4■bit example.",2,2
"— Pose, hub ids, mid■slice tags, 4■bit example.",■ What would break if hubs were 3 or 9?,2,2
Props & setup,Scene 11: Primordial→EM→Thermo: Meaning■Token Safety,2,2
Red/blue pens; redaction tape; safety policy sheet., Bind tokens late; redact dangerous meaning; still keep form receipts.,2,2
Paper kit, Practice stand■in overlays for sensitive domains.,2,2
N/A,Red/blue pens; redaction tape; safety policy sheet.,2,2
Instruments,receipts.,2,2
N/A,"— Stand■in map, redaction count, hash■only attachments.",2,2
"— Stand■in map, redaction count, hash■only attachments.",■ Did redaction block reproducibility? How fixed?,2,2
Scene 12: Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"✓ Redacted ledger row, safe receipts.",2,2
 Add viewers without changing work: local 8×8; meso 4×4×4×4; parity 2×2×2×2.,■ Did redaction block reproducibility? How fixed?,2,2
Props & setup,Scene 12: Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,2,2
"Viewer templates, highlighters.", Add viewers without changing work: local 8×8; meso 4×4×4×4; parity 2×2×2×2.,2,2
Paper kit, Find hot■zones to focus Δ■lifts first.,2,2
N/A,"Viewer templates, highlighters.",2,2
Instruments,accordingly; compare debt drop.,2,2
N/A,"— Viewer indices, hotspot ids, Δ■lift chosen, receipts.",2,2
"— Viewer indices, hotspot ids, Δ■lift chosen, receipts.",■ Which viewer best predicted success?,2,2
Scene 13: Not Lattice Flattery: Governance by Geometry,"✓ Viewer overlays, ledger row.",2,2
 Bind tokens late; redact dangerous meaning; still keep form receipts.,■ Which Δ■lift removed the beat?,2,2
CQE Card Kit v1.2,Refined printable kit  Decks  Overlays  Loom  Stations  Ledgers,2,2
CQE Card Kit v1.2,decks of cards.,2,2
"Tone generator app, small speaker, paper spectrogram.", Map harmonic stack to octet; subharmonics to Cartan ‘outside’ nudges.,2,2
00_Cover,Quick Start,2,2
Scene 10: Sound & Subharmonics Viewer (Cartan,"✓ Assembled model photos, notes, ledger.",2,2
Debrief (2–3 prompts),Hot■Zones),2,2
What it teaches (learning targets),■ What would break if hubs were 3 or 9?,2,2
Page 1,overlays.,2,2
Scene 10: Sound & Subharmonics Viewer (Cartan, Use beats as a quick hot■zone detector for Δ■lifts.,2,2
Hot■Zones),Props & setup,2,2
Paper kit, Use beats as a quick hot■zone detector for Δ■lifts.,2,2
Scene 11: Primordial→EM→Thermo: Meaning■Token Safety,"✓ Spectrogram sheet, receipt.",2,2
N/A,"Tone generator app, small speaker, paper spectrogram.",2,2
Instruments,log a 4■bit after retune.,2,2
00_Cover,thresholds; and ledger reproducible 4-bit commits.,2,2
N/A,"— Tone pair, beat freq, Δ■lift, receipt.",2,2
"— Tone pair, beat freq, Δ■lift, receipt.",■ Which Δ■lift removed the beat?,2,2
License: CC-BY 4.0  Generated 2025-09-20,decks of cards.,2,2
CQE Card Kit (Paper-Only),thresholds; and ledger reproducible 4-bit commits.,2,2
"Theorem cards, claim wall, mirror worksheet.", Resolve disputes with claim/evidence/Δ■lift/receipt cards.,2,2
"Construction A: p=__, code=______________, glue=________________",UTC 2025-09-20 21:06,2,2
Hand■ins (artifacts to keep),■■ List 8 materially independent views (slices or metrics).,2,2
2. Polarity,6. Conditioning,2,2
1. Timing,5. Domain,2,2
N/A,"— Mirror tolerance, Δ■lift id, before/after OPE/FCE, strict update.",2,2
Scene 4: Construction■A Loom: E8 and Leech on Paper,"✓ Octet pass grid, receipts.",2,2
4. Pose,REST (palindromic mirror): notes / constraints,2,2
3. Scale,H8,2,2
2. Polarity,H7,2,2
 Parity checks → membership; half■shift glue → evenness/unimodularity.,■ Which 4 were necessary and sufficient?,2,2
1. Timing,H6,2,2
H5,REST (palindromic mirror): notes / constraints,2,2
Props & setup,Scene 4: Construction■A Loom: E8 and Leech on Paper,2,2
"Foam board, pegs, 8 & 24 strings, clip set.", Parity checks → membership; half■shift glue → evenness/unimodularity.,2,2
Instruments,■■ Pick the forward pipeline; write its inverse.,2,2
 Generalize A/B to 8 views; prevent winner■only bias.,■ Was the Δ local? Did it generalize to a second view?,2,2
Paper kit, Visualize 8■twine E8 and 24■twine Leech masks with octads.,2,2
"Foam board, pegs, 8 & 24 strings, clip set.",N/A,2,2
"— Views passed, metric triplet, slab size, commit.",■ Which 4 were necessary and sufficient?,2,2
■■ Require ≥4 pass post■Δ■lift before commit; log 4■bit.,"✓ Octet pass grid, receipts.",2,2
Safety,■■ Build E8 halves; overlay mirror; demonstrate root reflections.,2,2
 Resolve disputes with claim/evidence/Δ■lift/receipt cards.,■ Which rail constrained the others? Why?,2,2
10. Seed,6. Conditioning,2,2
02_Octet_DNA10,8. Precision,2,2
Scene 3: Octet Coverage for ML (A/B→Octet),"✓ Before/after overlay with red fix marks, 4■bit row.",2,2
4. Pose,8. Precision,2,2
Props & setup,Scene 3: Octet Coverage for ML (A/B→Octet),2,2
CQE Card Kit (Paper-Only),CQE Card Kit v1.2,2,2
Cards for 8 data slices; metric stickers., Generalize A/B to 8 views; prevent winner■only bias.,2,2
3. Scale,7. Units,2,2
"— Mirror tolerance, Δ■lift id, before/after OPE/FCE, strict update.",■ Was the Δ local? Did it generalize to a second view?,2,2
Paper kit, Record receipts across slices (metrics × slabs).,2,2
Cards for 8 data slices; metric stickers.,N/A,2,2
Instruments,■■ List 8 materially independent views (slices or metrics).,2,2
Safety,■■ Require ≥4 pass post■Δ■lift before commit; log 4■bit.,2,2
■■ Pick the forward pipeline; write its inverse.,"✓ Before/after overlay with red fix marks, 4■bit row.",2,2
Blocking (5–15 minutes),"— Views passed, metric triplet, slab size, commit.",2,2
Instruments,■■ Lay code parity rows; mark syndrome pad.,2,2
H4,H8,2,2
N/A,"Whiteboard, printed spectra pair or time series twin.",2,2
Props & setup,Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix),2,2
H1,Octet & DNA-10,2,2
H2,UTC 2025-09-20 21:06,2,2
Scene 6: Two■Scientist Theorem■Card Resolution,✓ 4 station sheets; master ledger row.,2,2
H3,Octet Overlay + DNA-10,2,2
"— 4 receipts, shared form_id, per■rail thresholds.",■ Which rail constrained the others? Why?,2,2
Blocking (5–15 minutes),✓ 4 station sheets; master ledger row.,2,2
Safety,"— 4 receipts, shared form_id, per■rail thresholds.",2,2
4 stations; shared octet; sticky token labels.,N/A,2,2
Paper kit, Converge via receipts; annihilate non■working cheaply.,2,2
N/A,■■ Mask octads for a Leech slice; show legality via parity.,2,2
4 stations; shared octet; sticky token labels., Parallelize OPTICS/THERMAL/POLAR/MATH on same form; swap token packs only.,2,2
Props & setup,Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes,2,2
Eight views + palindromic rest; ten-state save,H4,2,2
5. Domain,9. Cost,2,2
"— Code id, modulus, glue vector, octad layout, legality receipts.",■■ Lay code parity rows; mark syndrome pad.,2,2
"Whiteboard, printed spectra pair or time series twin.", Turn a one■way mismatch into a local repair with receipts.,2,2
Hand■ins (artifacts to keep),■■ Build E8 halves; overlay mirror; demonstrate root reflections.,2,2
H3,H7,2,2
Paper kit, Practice mirror pairs (FFT↔iFFT; encode↔decode; simulate↔measure).,2,2
"— Code id, modulus, glue vector, octad layout, legality receipts.",■ What fails if glue parity flips?,2,2
Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes,"✓ Photo of loom, mask sheet, ledger row.",2,2
■■ Mask octads for a Leech slice; show legality via parity.,"✓ Photo of loom, mask sheet, ledger row.",2,2
H2,H6,2,2
H1,H5,2,2
 Parallelize OPTICS/THERMAL/POLAR/MATH on same form; swap token packs only.,■ What fails if glue parity flips?,2,2
02_Octet_DNA10,7. Units,1,1
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4RedSuits Sidecars:",Compact combined rail with quick fields,1,1
Combined Rail Workspace,Suits = Sidecars (assign per run):,1,1
Local Test:,UTC 2025-09-20 21:06,1,1
8. Precision,UTC 2025-09-20 21:06,1,1
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",Worksheet – Strict Ratchet,1,1
Counterexample? ■ Yes ■ No,Page 8,1,1
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",■ octet map,1,1
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",Worksheet – 4■bit Receipt,1,1
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",■ thresholds (normal/strict),1,1
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",■ Views≥4 passed?,1,1
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4Blue",CQE Card Mini-Mat Travel,1,1
Master Ledger,Receipt: ■OPE ■FCE ■View ■Mirror Hash: __________,1,1
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",■ Mirror within tol?,1,1
10. Seed,Receipts & 4-bit,1,1
07_Theorem_Cards,Claim:,1,1
Color = Parity (Black/Red),"Use left half as Blue, right half as Red",1,1
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",Worksheet – Ledger Row,1,1
Eight views + palindromic rest; ten-state save,Page 2,1,1
Assumptions  Claim  Local Test  Counterexample,Page 7,1,1
=____ =____ =____ =____,Combined Rail Workspace,1,1
Page 6,Roles  Stations  Neighbor links,1,1
8-Person Table Playbook,Receipt,1,1
Octet & DNA-10,"Your first problem setup (tokens, views, mirror, strict)",1,1
Page 6,Δ,1,1
7) Iterate: Promote validated cards to your deck top; archive non-working slips.,Page 2,1,1
Post,UTC 2025-09-20 21:06,1,1
05_Stations,Pre,1,1
6) Receipts: Shade a 4-bit commit; log votes/hashes in the ledger.,UTC 2025-09-20 21:06,1,1
01_QuickStart,5) Strict ratchet: Tighten thresholds only after a pass (gold sticker).,1,1
Deck Mapping:Blue=________ Red=________,SHash:,1,1
Page 5,Pause cards → test → sticky sidecar → continue,1,1
Peg grid (8×8). Mark parity lanes and half-glue ticks.,Stations,1,1
=____ =____ =____ =____,P M,1,1
10-minute run with two decks + overlays,Page 1,1,1
License: CC-BY 4.0  Generated 2025-09-20,Quick Start,1,1
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4RedSuits Sidecars:",4-bit Commit,1,1
06_Table_Playbook,Shear/field rails; anomaly notes.,1,1
UTC 2025-09-20 21:06,thresholds; and ledger reproducible 4-bit commits.,1,1
Foam/peg board + balsa rails + clips,Page 4,1,1
8. Systems/Robotics,UTC 2025-09-20 21:06,1,1
-lifts:,"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4Blue",1,1
Merkle-ish page hash / signatures,Parity Loom,1,1
Closed-loop error; safety ratchets.,Page 7,1,1
Deck Mapping:Blue=________ Red=________,"Use left half as Blue, right half as Red",1,1
Neighbor Links (who talks to whom and when),Theorem Cards,1,1
OPE FCE View Mirror,Page 4,1,1
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",■ H1–H8 views named and colored,1,1
OPE/FCE  View  Mirror  Hash,Page 3,1,1
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",Worksheet – Mirror Test,1,1
9. Cost,Page 3,1,1
 How parity+glue legality forces the shell.,■ Which viewer best predicted success?,1,1
Page 8,Reproducible build receipts,1,1
 Visualize 8■twine E8 and 24■twine Leech masks with octads.,■ Which 4 were necessary and sufficient?,1,1
■ Pass/fail marks; debt notes,■ Which Δ■lift generalized across rails?,1,1
Hand■ins (artifacts to keep),Scene 4: Construction■A Loom: E8 and Leech on Paper,1,1
Debrief (2–3 prompts),■ Palindromic REST documented,1,1
What it teaches (learning targets),"✓ Octet pass grid, receipts.",1,1
Debrief (2–3 prompts), Parity checks → membership; half■shift glue → evenness/unimodularity.,1,1
■ H1–H8 views named and colored,✓ 3 receipts; promoted pack doc; anchor ledger row.,1,1
Hand■ins (artifacts to keep),Worksheet – Octet Overlay,1,1
 Preserve minority view as Non■Working breadcrumb with hash.,■ Which rail constrained the others? Why?,1,1
Hand■ins (artifacts to keep),Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes,1,1
What it teaches (learning targets),"✓ Photo of loom, mask sheet, ledger row.",1,1
Debrief (2–3 prompts), Parallelize OPTICS/THERMAL/POLAR/MATH on same form; swap token packs only.,1,1
 Converge via receipts; annihilate non■working cheaply.,■ What fails if glue parity flips?,1,1
Hand■ins (artifacts to keep),Scene 6: Two■Scientist Theorem■Card Resolution,1,1
What it teaches (learning targets),✓ 4 station sheets; master ledger row.,1,1
Worksheet – Mirror Test,■ H1–H8 views named and colored,1,1
 Record receipts across slices (metrics × slabs).,■ Was the Δ local? Did it generalize to a second view?,1,1
■ Forward pipeline defined,■ Palindromic REST documented,1,1
Debrief (2–3 prompts), Generalize A/B to 8 views; prevent winner■only bias.,1,1
What it teaches (learning targets),"✓ Before/after overlay with red fix marks, 4■bit row.",1,1
■ Inverse pipeline defined,■ Pass/fail marks; debt notes,1,1
Hand■ins (artifacts to keep),Scene 3: Octet Coverage for ML (A/B→Octet),1,1
 Practice mirror pairs (FFT↔iFFT; encode↔decode; simulate↔measure).,■ How does rotation act on class labels?,1,1
Worksheet – Δ■lift Cookbook,■ Inverse pipeline defined,1,1
